(64C:4720) 11/05/23 12:39:06, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, AdjustTokenPrivileges () completed with status (00000514)
(4B44:42D8) 11/05/23 13:01:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, AdjustTokenPrivileges () completed with status (00000514)
(4B44:42D8) 11/05/23 13:01:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Input parameters: 4 supplied
(4B44:42D8) 11/05/23 13:01:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 1: 4336
(4B44:42D8) 11/05/23 13:01:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 2: 0
(4B44:42D8) 11/05/23 13:01:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 3: 0:0
(4B44:42D8) 11/05/23 13:01:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 4: 00007FF65B26B360
(4B44:42D8) 11/05/23 13:01:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Parsed parameters:
(4B44:42D8) 11/05/23 13:01:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ProcessID = 4336
(4B44:42D8) 11/05/23 13:01:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ThreadId = 0
(4B44:42D8) 11/05/23 13:01:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     Flags = 0x0
(4B44:42D8) 11/05/23 13:01:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     MiniDumpFlags = 0x0
(4B44:42D8) 11/05/23 13:01:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     SqlInfoPtr = 0x00007FF65B26B360
(4B44:42D8) 11/05/23 13:01:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     DumpDir = <NULL>
(4B44:42D8) 11/05/23 13:01:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExceptionRecordPtr = 0x0000000000000000
(4B44:42D8) 11/05/23 13:01:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ContextPtr = 0x0000000000000000
(4B44:42D8) 11/05/23 13:01:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExtraFile = <NULL>
(4B44:42D8) 11/05/23 13:01:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     PatternForExtraFiles = <NULL>
(4B44:42D8) 11/05/23 13:01:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     InstanceName = <NULL>
(4B44:42D8) 11/05/23 13:01:14, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ServiceName = <NULL>
(4B44:42D8) 11/05/23 13:01:14, ERROR ,               mpdwsvc.exe, String at 000001B9843D4CA0 was not NULL terminated
(4B44:42D8) 11/05/23 13:01:14, ACTION,               mpdwsvc.exe, Remote process didn't specify a dump file name
(4B44:42D8) 11/05/23 13:01:14, ACTION,               mpdwsvc.exe, MINIDUMP_TYPE: 0x21966
(4B44:42D8) 11/05/23 13:01:14, ACTION,               mpdwsvc.exe, Callback type 16 not used
(4B44:42D8) 11/05/23 13:01:14, ACTION,               mpdwsvc.exe, Callback type 17 not used
(4B44:42D8) 11/05/23 13:01:14, ACTION,               mpdwsvc.exe, Callback type 11 not used
(4B44:42D8) 11/05/23 13:01:14, ACTION,               mpdwsvc.exe, Callback type 15 not used
(4B44:42D8) 11/05/23 13:01:15, ACTION,               mpdwsvc.exe, Callback type 7 not used
(4B44:42D8) 11/05/23 13:01:15, ACTION,               mpdwsvc.exe, MiniDump completed: C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Log\Polybase\dump\SQLDmpr.00000001D77394E4.GMT-2023-11-05-08-00-00.dmp
(4B44:42D8) 11/05/23 13:01:15, ACTION,               mpdwsvc.exe, Total Buffer pool data pages filtered out: 0 KB
(4B44:42D8) 11/05/23 13:01:15, ACTION,               mpdwsvc.exe, Total Hekaton data pages filtered out: 0 KB
(4B44:42D8) 11/05/23 13:01:15, ACTION,               mpdwsvc.exe, Total Free memory (from non top level allocators) filtered out: 0 KB
(4B44:42D8) 11/05/23 13:01:15, ACTION,               mpdwsvc.exe, Total top level free memory filtered out: 0 KB
(4B44:42D8) 11/05/23 13:01:15, ACTION,               mpdwsvc.exe, Total Log pool memory filtered out: 0 KB
(4B44:42D8) 11/05/23 13:01:15, ACTION,               mpdwsvc.exe, Should columnstore object pool be included in filtered dump= 0
(4B44:42D8) 11/05/23 13:01:15, ACTION,               mpdwsvc.exe, Should columnstore blob cache be included in filtered dump= 0
(4B44:42D8) 11/05/23 13:01:15, ACTION,               mpdwsvc.exe, Total columnstore object pool memory filtered out: 0 KB
(4B44:42D8) 11/05/23 13:01:15, ACTION,               mpdwsvc.exe, Total columnstore blob cache filtered out: 0 KB
(4B44:42D8) 11/05/23 13:01:15, ACTION,               mpdwsvc.exe, Total pages filtered out by bitmap: 0 KB
(4B44:42D8) 11/05/23 13:01:15, ACTION,               mpdwsvc.exe, Total file mapped memory filtered out: 0 KB
(4B44:42D8) 11/05/23 13:01:15, ACTION,               mpdwsvc.exe, Location of module 'dbghelp.dll' : 'C:\WINDOWS\SYSTEM32\dbghelp.dll'
(4B44:42D8) 11/05/23 13:01:15, ACTION,               mpdwsvc.exe, File version of module 'C:\WINDOWS\SYSTEM32\dbghelp.dll' : '6.2:22621.2506'
(4B44:42D8) 11/05/23 13:01:15, ACTION,               mpdwsvc.exe, Product version of module 'C:\WINDOWS\SYSTEM32\dbghelp.dll' : '10.0:22621.2506'
(4B44:42D8) 11/05/23 13:01:15, ACTION,               mpdwsvc.exe, Location of module 'sqldumper.exe' : 'C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Binn\Polybase\SQLDUMPER.EXE'
(4B44:42D8) 11/05/23 13:01:15, ACTION,               mpdwsvc.exe, File version of module 'C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Binn\Polybase\SQLDUMPER.EXE' : '2019.150:2000.5'
(4B44:42D8) 11/05/23 13:01:15, ACTION,               mpdwsvc.exe, Product version of module 'C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Binn\Polybase\SQLDUMPER.EXE' : '15.0:2000.5'
(4B44:42D8) 11/05/23 13:01:15, ACTION,               mpdwsvc.exe, Send_To_Watson flag is set to true
(4B44:42D8) 11/05/23 13:01:15, ACTION,               mpdwsvc.exe, Force_Watson flag is set to true
(4B44:42D8) 11/05/23 13:01:15, ACTION,               mpdwsvc.exe, Watson Invoke: Yes
(4B44:42D8) 11/05/23 13:01:15, ACTION,               mpdwsvc.exe, Creating WER report...
(4B44:42D8) 11/05/23 13:01:15, ACTION,               mpdwsvc.exe, Created the report.
(4B44:42D8) 11/05/23 13:01:15, ACTION,               mpdwsvc.exe, WerReportAddFile Mini Dump succeeded.
(4B44:42D8) 11/05/23 13:01:15, ACTION,               mpdwsvc.exe, Submitting WER report...
(4B44:42D8) 11/05/23 13:01:28, ACTION,               mpdwsvc.exe, Submitted report synchronously.
(47E0:2620) 11/05/23 13:01:42, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, AdjustTokenPrivileges () completed with status (00000514)
(47E0:2620) 11/05/23 13:01:42, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Input parameters: 4 supplied
(47E0:2620) 11/05/23 13:01:42, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 1: 4336
(47E0:2620) 11/05/23 13:01:42, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 2: 0
(47E0:2620) 11/05/23 13:01:42, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 3: 0:0
(47E0:2620) 11/05/23 13:01:42, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 4: 00007FF65B26B360
(47E0:2620) 11/05/23 13:01:42, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Parsed parameters:
(47E0:2620) 11/05/23 13:01:42, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ProcessID = 4336
(47E0:2620) 11/05/23 13:01:42, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ThreadId = 0
(47E0:2620) 11/05/23 13:01:42, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     Flags = 0x0
(47E0:2620) 11/05/23 13:01:42, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     MiniDumpFlags = 0x0
(47E0:2620) 11/05/23 13:01:42, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     SqlInfoPtr = 0x00007FF65B26B360
(47E0:2620) 11/05/23 13:01:42, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     DumpDir = <NULL>
(47E0:2620) 11/05/23 13:01:42, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExceptionRecordPtr = 0x0000000000000000
(47E0:2620) 11/05/23 13:01:42, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ContextPtr = 0x0000000000000000
(47E0:2620) 11/05/23 13:01:42, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExtraFile = <NULL>
(47E0:2620) 11/05/23 13:01:42, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     PatternForExtraFiles = <NULL>
(47E0:2620) 11/05/23 13:01:42, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     InstanceName = <NULL>
(47E0:2620) 11/05/23 13:01:42, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ServiceName = <NULL>
(47E0:2620) 11/05/23 13:01:42, ERROR ,               mpdwsvc.exe, String at 000001B9833A2EF0 was not NULL terminated
(47E0:2620) 11/05/23 13:01:42, ACTION,               mpdwsvc.exe, Not creating an additional dump, because dump for stack signature 00000001D77394E4 already exists.
(47E0:2620) 11/05/23 13:01:42, ACTION,               mpdwsvc.exe, Send_To_Watson flag is set to true
(47E0:2620) 11/05/23 13:01:42, ACTION,               mpdwsvc.exe, Force_Watson flag is set to true
(47E0:2620) 11/05/23 13:01:42, ACTION,               mpdwsvc.exe, Watson Invoke: Yes
(47E0:2620) 11/05/23 13:01:42, ACTION,               mpdwsvc.exe, Creating WER report...
(47E0:2620) 11/05/23 13:01:42, ACTION,               mpdwsvc.exe, Created the report.
(47E0:2620) 11/05/23 13:01:42, ACTION,               mpdwsvc.exe, WerReportAddFile Mini Dump succeeded.
(47E0:2620) 11/05/23 13:01:42, ACTION,               mpdwsvc.exe, Submitting WER report...
(47E0:2620) 11/05/23 13:01:51, ACTION,               mpdwsvc.exe, Submitted report synchronously.
(4D34:2410) 11/05/23 13:01:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, AdjustTokenPrivileges () completed with status (00000514)
(4D34:2410) 11/05/23 13:01:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Input parameters: 4 supplied
(4D34:2410) 11/05/23 13:01:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 1: 4336
(4D34:2410) 11/05/23 13:01:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 2: 0
(4D34:2410) 11/05/23 13:01:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 3: 0:0
(4D34:2410) 11/05/23 13:01:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 4: 00007FF65B26B360
(4D34:2410) 11/05/23 13:01:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Parsed parameters:
(4D34:2410) 11/05/23 13:01:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ProcessID = 4336
(4D34:2410) 11/05/23 13:01:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ThreadId = 0
(4D34:2410) 11/05/23 13:01:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     Flags = 0x0
(4D34:2410) 11/05/23 13:01:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     MiniDumpFlags = 0x0
(4D34:2410) 11/05/23 13:01:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     SqlInfoPtr = 0x00007FF65B26B360
(4D34:2410) 11/05/23 13:01:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     DumpDir = <NULL>
(4D34:2410) 11/05/23 13:01:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExceptionRecordPtr = 0x0000000000000000
(4D34:2410) 11/05/23 13:01:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ContextPtr = 0x0000000000000000
(4D34:2410) 11/05/23 13:01:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExtraFile = <NULL>
(4D34:2410) 11/05/23 13:01:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     PatternForExtraFiles = <NULL>
(4D34:2410) 11/05/23 13:01:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     InstanceName = <NULL>
(4D34:2410) 11/05/23 13:01:51, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ServiceName = <NULL>
(4D34:2410) 11/05/23 13:01:51, ACTION,               mpdwsvc.exe, Not creating an additional dump, because dump for stack signature 00000001D77394E4 already exists.
(4D34:2410) 11/05/23 13:01:51, ACTION,               mpdwsvc.exe, Send_To_Watson flag is set to true
(4D34:2410) 11/05/23 13:01:51, ACTION,               mpdwsvc.exe, Force_Watson flag is set to true
(4D34:2410) 11/05/23 13:01:51, ACTION,               mpdwsvc.exe, Watson Invoke: Yes
(4D34:2410) 11/05/23 13:01:51, ACTION,               mpdwsvc.exe, Creating WER report...
(4D34:2410) 11/05/23 13:01:51, ACTION,               mpdwsvc.exe, Created the report.
(4D34:2410) 11/05/23 13:01:51, ACTION,               mpdwsvc.exe, WerReportAddFile Mini Dump succeeded.
(4D34:2410) 11/05/23 13:01:51, ACTION,               mpdwsvc.exe, Submitting WER report...
(4D34:2410) 11/05/23 13:01:54, ACTION,               mpdwsvc.exe, Submitted report synchronously.
(168C:10C8) 11/05/23 17:09:10, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, AdjustTokenPrivileges () completed with status (00000514)
(168C:10C8) 11/05/23 17:09:10, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Input parameters: 4 supplied
(168C:10C8) 11/05/23 17:09:10, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 1: 324
(168C:10C8) 11/05/23 17:09:10, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 2: 0
(168C:10C8) 11/05/23 17:09:10, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 3: 0:0
(168C:10C8) 11/05/23 17:09:10, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 4: 00007FF65B26B360
(168C:10C8) 11/05/23 17:09:10, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Parsed parameters:
(168C:10C8) 11/05/23 17:09:10, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ProcessID = 324
(168C:10C8) 11/05/23 17:09:10, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ThreadId = 0
(168C:10C8) 11/05/23 17:09:10, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     Flags = 0x0
(168C:10C8) 11/05/23 17:09:10, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     MiniDumpFlags = 0x0
(168C:10C8) 11/05/23 17:09:10, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     SqlInfoPtr = 0x00007FF65B26B360
(168C:10C8) 11/05/23 17:09:10, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     DumpDir = <NULL>
(168C:10C8) 11/05/23 17:09:10, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExceptionRecordPtr = 0x0000000000000000
(168C:10C8) 11/05/23 17:09:10, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ContextPtr = 0x0000000000000000
(168C:10C8) 11/05/23 17:09:10, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExtraFile = <NULL>
(168C:10C8) 11/05/23 17:09:10, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     PatternForExtraFiles = <NULL>
(168C:10C8) 11/05/23 17:09:10, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     InstanceName = <NULL>
(168C:10C8) 11/05/23 17:09:10, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ServiceName = <NULL>
(168C:10C8) 11/05/23 17:09:10, ERROR ,               mpdwsvc.exe, String at 0000026C02B41890 was not NULL terminated
(168C:10C8) 11/05/23 17:09:10, ACTION,               mpdwsvc.exe, Remote process didn't specify a dump file name
(168C:10C8) 11/05/23 17:09:10, ACTION,               mpdwsvc.exe, MINIDUMP_TYPE: 0x21966
(168C:10C8) 11/05/23 17:09:10, ACTION,               mpdwsvc.exe, Callback type 16 not used
(168C:10C8) 11/05/23 17:09:10, ACTION,               mpdwsvc.exe, Callback type 17 not used
(168C:10C8) 11/05/23 17:09:10, ACTION,               mpdwsvc.exe, Callback type 11 not used
(168C:10C8) 11/05/23 17:09:10, ACTION,               mpdwsvc.exe, Callback type 15 not used
(168C:10C8) 11/05/23 17:09:11, ACTION,               mpdwsvc.exe, Callback type 7 not used
(168C:10C8) 11/05/23 17:09:11, ACTION,               mpdwsvc.exe, MiniDump completed: C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Log\Polybase\dump\SQLDmpr.00000000DDF9B004.GMT-2023-11-05-12-00-00.dmp
(168C:10C8) 11/05/23 17:09:11, ACTION,               mpdwsvc.exe, Total Buffer pool data pages filtered out: 0 KB
(168C:10C8) 11/05/23 17:09:11, ACTION,               mpdwsvc.exe, Total Hekaton data pages filtered out: 0 KB
(168C:10C8) 11/05/23 17:09:11, ACTION,               mpdwsvc.exe, Total Free memory (from non top level allocators) filtered out: 0 KB
(168C:10C8) 11/05/23 17:09:11, ACTION,               mpdwsvc.exe, Total top level free memory filtered out: 0 KB
(168C:10C8) 11/05/23 17:09:11, ACTION,               mpdwsvc.exe, Total Log pool memory filtered out: 0 KB
(168C:10C8) 11/05/23 17:09:11, ACTION,               mpdwsvc.exe, Should columnstore object pool be included in filtered dump= 0
(168C:10C8) 11/05/23 17:09:11, ACTION,               mpdwsvc.exe, Should columnstore blob cache be included in filtered dump= 0
(168C:10C8) 11/05/23 17:09:11, ACTION,               mpdwsvc.exe, Total columnstore object pool memory filtered out: 0 KB
(168C:10C8) 11/05/23 17:09:11, ACTION,               mpdwsvc.exe, Total columnstore blob cache filtered out: 0 KB
(168C:10C8) 11/05/23 17:09:11, ACTION,               mpdwsvc.exe, Total pages filtered out by bitmap: 0 KB
(168C:10C8) 11/05/23 17:09:11, ACTION,               mpdwsvc.exe, Total file mapped memory filtered out: 0 KB
(168C:10C8) 11/05/23 17:09:11, ACTION,               mpdwsvc.exe, Location of module 'dbghelp.dll' : 'C:\WINDOWS\SYSTEM32\dbghelp.dll'
(168C:10C8) 11/05/23 17:09:11, ACTION,               mpdwsvc.exe, File version of module 'C:\WINDOWS\SYSTEM32\dbghelp.dll' : '6.2:22621.2506'
(168C:10C8) 11/05/23 17:09:11, ACTION,               mpdwsvc.exe, Product version of module 'C:\WINDOWS\SYSTEM32\dbghelp.dll' : '10.0:22621.2506'
(168C:10C8) 11/05/23 17:09:11, ACTION,               mpdwsvc.exe, Location of module 'sqldumper.exe' : 'C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Binn\Polybase\SQLDUMPER.EXE'
(168C:10C8) 11/05/23 17:09:11, ACTION,               mpdwsvc.exe, File version of module 'C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Binn\Polybase\SQLDUMPER.EXE' : '2019.150:2000.5'
(168C:10C8) 11/05/23 17:09:11, ACTION,               mpdwsvc.exe, Product version of module 'C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER2019\MSSQL\Binn\Polybase\SQLDUMPER.EXE' : '15.0:2000.5'
(168C:10C8) 11/05/23 17:09:11, ACTION,               mpdwsvc.exe, Send_To_Watson flag is set to true
(168C:10C8) 11/05/23 17:09:11, ACTION,               mpdwsvc.exe, Force_Watson flag is set to true
(168C:10C8) 11/05/23 17:09:11, ACTION,               mpdwsvc.exe, Watson Invoke: Yes
(168C:10C8) 11/05/23 17:09:11, ACTION,               mpdwsvc.exe, Creating WER report...
(168C:10C8) 11/05/23 17:09:11, ACTION,               mpdwsvc.exe, Created the report.
(168C:10C8) 11/05/23 17:09:11, ACTION,               mpdwsvc.exe, WerReportAddFile Mini Dump succeeded.
(168C:10C8) 11/05/23 17:09:11, ACTION,               mpdwsvc.exe, Submitting WER report...
(168C:10C8) 11/05/23 17:09:22, ACTION,               mpdwsvc.exe, Submitted report synchronously.
(5FAC:4A88) 11/05/23 17:09:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, AdjustTokenPrivileges () completed with status (00000514)
(5FAC:4A88) 11/05/23 17:09:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Input parameters: 4 supplied
(5FAC:4A88) 11/05/23 17:09:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 1: 324
(5FAC:4A88) 11/05/23 17:09:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 2: 0
(5FAC:4A88) 11/05/23 17:09:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 3: 0:0
(5FAC:4A88) 11/05/23 17:09:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 4: 00007FF65B26B360
(5FAC:4A88) 11/05/23 17:09:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Parsed parameters:
(5FAC:4A88) 11/05/23 17:09:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ProcessID = 324
(5FAC:4A88) 11/05/23 17:09:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ThreadId = 0
(5FAC:4A88) 11/05/23 17:09:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     Flags = 0x0
(5FAC:4A88) 11/05/23 17:09:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     MiniDumpFlags = 0x0
(5FAC:4A88) 11/05/23 17:09:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     SqlInfoPtr = 0x00007FF65B26B360
(5FAC:4A88) 11/05/23 17:09:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     DumpDir = <NULL>
(5FAC:4A88) 11/05/23 17:09:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExceptionRecordPtr = 0x0000000000000000
(5FAC:4A88) 11/05/23 17:09:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ContextPtr = 0x0000000000000000
(5FAC:4A88) 11/05/23 17:09:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExtraFile = <NULL>
(5FAC:4A88) 11/05/23 17:09:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     PatternForExtraFiles = <NULL>
(5FAC:4A88) 11/05/23 17:09:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     InstanceName = <NULL>
(5FAC:4A88) 11/05/23 17:09:37, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ServiceName = <NULL>
(5FAC:4A88) 11/05/23 17:09:37, ERROR ,               mpdwsvc.exe, String at 0000026C01AA0D30 was not NULL terminated
(5FAC:4A88) 11/05/23 17:09:37, ACTION,               mpdwsvc.exe, Not creating an additional dump, because dump for stack signature 00000000DDF9B004 already exists.
(5FAC:4A88) 11/05/23 17:09:37, ACTION,               mpdwsvc.exe, Send_To_Watson flag is set to true
(5FAC:4A88) 11/05/23 17:09:37, ACTION,               mpdwsvc.exe, Force_Watson flag is set to true
(5FAC:4A88) 11/05/23 17:09:37, ACTION,               mpdwsvc.exe, Watson Invoke: Yes
(5FAC:4A88) 11/05/23 17:09:37, ACTION,               mpdwsvc.exe, Creating WER report...
(5FAC:4A88) 11/05/23 17:09:37, ACTION,               mpdwsvc.exe, Created the report.
(5FAC:4A88) 11/05/23 17:09:37, ACTION,               mpdwsvc.exe, WerReportAddFile Mini Dump succeeded.
(5FAC:4A88) 11/05/23 17:09:37, ACTION,               mpdwsvc.exe, Submitting WER report...
(5FAC:4A88) 11/05/23 17:09:47, ACTION,               mpdwsvc.exe, Submitted report synchronously.
(38A4:3258) 11/05/23 17:09:47, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, AdjustTokenPrivileges () completed with status (00000514)
(38A4:3258) 11/05/23 17:09:47, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Input parameters: 4 supplied
(38A4:3258) 11/05/23 17:09:47, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 1: 324
(38A4:3258) 11/05/23 17:09:47, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 2: 0
(38A4:3258) 11/05/23 17:09:47, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 3: 0:0
(38A4:3258) 11/05/23 17:09:47, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, 	Parameter 4: 00007FF65B26B360
(38A4:3258) 11/05/23 17:09:47, ACTION, SQLDUMPER_UNKNOWN_APP.EXE, Parsed parameters:
(38A4:3258) 11/05/23 17:09:47, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ProcessID = 324
(38A4:3258) 11/05/23 17:09:47, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ThreadId = 0
(38A4:3258) 11/05/23 17:09:47, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     Flags = 0x0
(38A4:3258) 11/05/23 17:09:47, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     MiniDumpFlags = 0x0
(38A4:3258) 11/05/23 17:09:47, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     SqlInfoPtr = 0x00007FF65B26B360
(38A4:3258) 11/05/23 17:09:47, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     DumpDir = <NULL>
(38A4:3258) 11/05/23 17:09:47, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExceptionRecordPtr = 0x0000000000000000
(38A4:3258) 11/05/23 17:09:47, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ContextPtr = 0x0000000000000000
(38A4:3258) 11/05/23 17:09:47, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ExtraFile = <NULL>
(38A4:3258) 11/05/23 17:09:47, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     PatternForExtraFiles = <NULL>
(38A4:3258) 11/05/23 17:09:47, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     InstanceName = <NULL>
(38A4:3258) 11/05/23 17:09:47, ACTION, SQLDUMPER_UNKNOWN_APP.EXE,     ServiceName = <NULL>
(38A4:3258) 11/05/23 17:09:47, ACTION,               mpdwsvc.exe, Not creating an additional dump, because dump for stack signature 00000000DDF9B004 already exists.
(38A4:3258) 11/05/23 17:09:47, ACTION,               mpdwsvc.exe, Send_To_Watson flag is set to true
(38A4:3258) 11/05/23 17:09:47, ACTION,               mpdwsvc.exe, Force_Watson flag is set to true
(38A4:3258) 11/05/23 17:09:47, ACTION,               mpdwsvc.exe, Watson Invoke: Yes
(38A4:3258) 11/05/23 17:09:47, ACTION,               mpdwsvc.exe, Creating WER report...
(38A4:3258) 11/05/23 17:09:47, ACTION,               mpdwsvc.exe, Created the report.
(38A4:3258) 11/05/23 17:09:47, ACTION,               mpdwsvc.exe, WerReportAddFile Mini Dump succeeded.
(38A4:3258) 11/05/23 17:09:47, ACTION,               mpdwsvc.exe, Submitting WER report...
